label,binned_values,number_of_bins,probabilities
Celf2,"[1, 3, 4, 6, 1, 3, 5, 4, 1, 4, 2, 4, 3, 4, 3, 3, 4, 1, 5, 2, 1, 1, 1, 3, 4, 3, 5, 1, 1, 3, 4, 3, 4, 1, 4, 3, 1, 2, 4, 4, 2, 3, 3, 3, 1, 1, 3, 6, 1, 4, 4, 4, 2, 5, 3, 1, 4, 3, 1, 4, 1, 3, 6, 4, 3, 3, 4, 2, 3, 2, 3, 2, 5, 1, 6, 1, 4, 3, 1, 1, 5, 3, 3, 2, 6, 3, 1, 5, 1, 4, 1, 2, 3, 4, 5, 1, 4, 1, 1, 4, 3, 3, 3, 3, 5, 1, 1, 3, 4, 4, 3, 3, 3, 1, 1, 4, 5, 3, 5, 2, 1, 2, 4, 1, 4, 4, 5, 4, 5, 1, 3, 4, 1, 2, 3, 4, 1, 1, 3, 4, 2, 1, 1, 5, 1, 1, 4, 1, 3, 4, 4, 1, 1, 3, 3, 4, 4, 4, 5, 4, 5, 1, 1, 1, 1, 3, 1, 3, 4, 3, 2, 3, 3, 3, 4, 3, 3, 4, 3, 2, 5, 2, 4, 1, 4, 3, 4, 3, 4, 4, 4, 1, 4, 4, 1, 1, 1, 2, 2, 4]",6,"[0.27, 0.095, 0.26, 0.265, 0.085, 0.025]"
D17Wsu92e,"[1, 2, 2, 1, 1, 1, 1, 2, 1, 4, 2, 2, 2, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 3, 2, 2, 1, 1, 1, 3, 1, 1, 1, 2, 4, 1, 1, 3, 2, 1, 2, 1, 2, 2, 3, 1, 1, 1, 2, 1, 2, 2, 3, 3, 2, 4, 1, 2, 1, 2, 1, 2, 1, 2, 3, 2, 1, 3, 1, 1, 1, 2, 3, 1, 1, 4, 1, 1, 3, 1, 2, 1, 2, 1, 4, 2, 1, 3, 3, 1, 2, 2, 1, 1, 2, 3, 2, 1, 1, 1, 4, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 4, 4, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 1, 1, 1, 1, 3, 1, 2, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1]",4,"[0.55, 0.315, 0.085, 0.05]"
Nptx1,"[1, 1, 3, 4, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 4, 2, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 4, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 3, 2, 2, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 1, 3, 1, 1, 1, 1, 1, 2, 3, 3, 4, 2, 4, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 2, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1]",4,"[0.685, 0.195, 0.075, 0.045]"
Pkia,"[2, 1, 1, 3, 1, 1, 1, 5, 1, 4, 3, 1, 1, 2, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 5, 1, 1, 2, 3, 1, 1, 2, 3, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 3, 4, 2, 1, 5, 1, 1, 3, 4, 1, 3, 2, 4, 1, 4, 1, 1, 1, 1, 4, 1, 1, 3, 2, 1, 3, 1, 2, 1, 1, 1, 4, 4, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 3, 1, 1, 1, 1, 1, 3, 1, 3, 3, 1, 1, 2, 1, 3, 4, 3, 2, 4, 1, 1, 3, 1, 1, 2, 2, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 3, 2, 3, 1, 3, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",5,"[0.6, 0.18, 0.14, 0.065, 0.015]"
Epha5,"[2, 1, 1, 3, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 1, 1, 2, 1, 2, 4, 2, 1, 2, 2, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 1, 3, 2, 2, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 2, 3, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 3, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 1, 4, 3, 2, 3, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 3, 1, 1, 2, 1, 1, 4, 2, 2, 1, 3, 2, 2, 1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 1, 1]",4,"[0.48, 0.415, 0.09, 0.015]"
Tnrc6b,"[2, 1, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 3, 2, 3, 1, 2, 2, 3, 2, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 4, 2, 2, 2, 2, 2, 2, 2, 3, 2, 4, 3, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2, 4, 2, 2, 3, 2, 2, 1, 2, 2, 4, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2, 1, 2, 3, 2, 3, 1, 2, 1, 2, 3, 2, 2, 4, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 2, 1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 2, 3, 3, 2, 3, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 1, 3, 1, 2, 2, 3, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 1]",4,"[0.21, 0.61, 0.155, 0.025]"
Pik3r1,"[2, 1, 1, 3, 1, 2, 1, 3, 2, 2, 1, 2, 3, 2, 1, 1, 3, 3, 4, 1, 1, 3, 1, 4, 3, 2, 3, 1, 1, 2, 4, 1, 3, 3, 2, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1, 2, 2, 2, 3, 2, 3, 1, 4, 2, 4, 1, 3, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 2, 3, 3, 3, 3, 2, 1, 1, 1, 3, 3, 2, 1, 1, 3, 2, 2, 1, 1, 1, 1, 4, 3, 1, 3, 2, 3, 2, 2, 4, 1, 1, 1, 2, 3, 3, 1, 1, 2, 2, 1, 3, 3, 2, 1, 2, 1, 1, 1, 3, 1, 3, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 3, 2, 1, 1, 3, 4, 2, 3, 2, 4, 2, 3, 1, 3, 1, 2, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 3, 2, 3, 1, 3, 1, 1, 1, 1, 3, 3, 4, 1, 1, 2, 1, 2, 1, 1, 1]",4,"[0.47, 0.225, 0.25, 0.055]"
Hnrnpl,"[2, 3, 1, 2, 2, 2, 1, 3, 1, 3, 2, 2, 2, 2, 2, 1, 2, 3, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 3, 1, 1, 1, 3, 3, 2, 2, 2, 3, 2, 1, 2, 4, 1, 2, 2, 3, 1, 3, 1, 2, 2, 1, 1, 3, 1, 1, 3, 2, 2, 2, 2, 2, 1, 2, 3, 2, 4, 2, 3, 1, 3, 1, 2, 1, 2, 3, 2, 1, 3, 2, 2, 4, 1, 2, 1, 1, 2, 3, 4, 2, 2, 2, 1, 3, 3, 1, 1, 1, 3, 2, 1, 2, 1, 3, 3, 2, 1, 1, 2, 2, 2, 3, 4, 2, 1, 1, 2, 1, 2, 4, 2, 2, 2, 1, 1, 3, 1, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 1, 2, 3, 2, 1, 2, 3, 3, 2, 2, 1, 1, 3, 3, 3, 3, 1, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 1, 3, 2, 2, 1, 3, 1, 2, 2, 2, 3, 3, 2, 3, 2, 4, 1, 2, 3, 1, 2, 2, 2, 2, 1]",4,"[0.275, 0.475, 0.21, 0.04]"
Tspan7,"[2, 3, 2, 3, 1, 2, 3, 4, 1, 4, 2, 3, 4, 3, 2, 3, 2, 3, 4, 1, 1, 1, 2, 2, 3, 1, 3, 1, 2, 3, 3, 2, 2, 2, 2, 2, 4, 2, 3, 4, 1, 3, 2, 3, 1, 1, 3, 4, 1, 4, 3, 3, 3, 2, 3, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 1, 2, 3, 1, 4, 1, 3, 1, 3, 3, 1, 1, 3, 3, 3, 2, 3, 2, 1, 3, 1, 2, 3, 3, 3, 3, 4, 2, 3, 1, 3, 4, 2, 1, 2, 2, 3, 1, 1, 2, 3, 3, 3, 2, 1, 1, 2, 3, 3, 2, 4, 3, 2, 3, 2, 2, 2, 4, 4, 3, 3, 3, 1, 3, 1, 2, 3, 2, 2, 3, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 4, 4, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1, 2, 2, 2, 1, 2, 2, 4, 1, 3, 2, 2, 2, 2, 1, 3, 2, 1, 1, 3, 2, 3, 1, 2, 2, 2, 3, 4, 3, 3, 2, 3, 3, 1, 2, 4, 3, 2, 3]",4,"[0.2, 0.355, 0.35, 0.095]"
Cdk5r1,"[3, 2, 2, 5, 2, 3, 4, 4, 1, 4, 2, 2, 1, 3, 3, 3, 4, 1, 3, 2, 2, 1, 2, 1, 4, 1, 2, 1, 2, 1, 4, 3, 3, 3, 4, 2, 1, 3, 3, 3, 1, 2, 3, 4, 1, 1, 2, 5, 1, 3, 3, 3, 1, 4, 1, 1, 3, 1, 1, 3, 1, 3, 5, 2, 1, 3, 3, 1, 2, 3, 3, 1, 5, 1, 4, 1, 3, 2, 1, 1, 3, 3, 1, 2, 5, 3, 1, 5, 3, 1, 1, 1, 1, 4, 3, 1, 2, 1, 1, 3, 3, 1, 4, 1, 5, 1, 1, 1, 2, 5, 3, 1, 1, 1, 1, 3, 4, 3, 5, 3, 2, 1, 2, 1, 1, 3, 4, 3, 4, 1, 1, 3, 3, 1, 3, 4, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1, 4, 1, 1, 3, 3, 2, 1, 1, 1, 4, 4, 4, 5, 3, 4, 1, 1, 1, 1, 3, 1, 3, 3, 2, 1, 3, 2, 3, 4, 1, 2, 3, 1, 1, 5, 1, 3, 1, 3, 2, 2, 1, 3, 3, 4, 1, 4, 4, 1, 1, 2, 2, 1, 1]",5,"[0.395, 0.15, 0.275, 0.125, 0.055]"
Mapk9,"[1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 4, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 1, 1, 1, 3, 4, 1, 1, 2, 4, 1, 1, 2, 2, 2, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 2, 1, 3, 1, 1, 1, 4, 1, 3, 1, 1, 1, 3, 1, 1, 1, 4, 4, 3, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 3, 4, 1, 1, 2, 1, 4, 3, 1, 1, 2, 4, 1, 1, 1, 2, 3, 4, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 4, 4, 3, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 2, 1, 2, 2, 2, 4, 1, 3, 1, 2, 1, 1, 1, 1, 3, 4, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 4, 2, 2, 1, 1, 3, 1, 1, 1, 1, 1, 2]",4,"[0.555, 0.265, 0.105, 0.075]"
Cry2,"[2, 1, 1, 3, 1, 1, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 3, 2, 1, 1, 2, 2, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 3, 2, 2, 2, 1, 1, 4, 1, 1, 2, 3, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 3, 1, 2, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,"[0.62, 0.29, 0.075, 0.015]"
Spred1,"[1, 2, 1, 2, 1, 1, 1, 4, 3, 3, 1, 1, 2, 1, 2, 2, 2, 2, 4, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 3, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 3, 3, 1, 3, 2, 2, 1, 3, 1, 2, 1, 1, 2, 3, 3, 2, 3, 4, 3, 1, 4, 2, 1, 1, 3, 1, 4, 2, 2, 3, 3, 1, 2, 2, 3, 3, 1, 1, 4, 1, 3, 3, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 2, 1, 2, 1, 3, 2, 1, 3, 3, 2, 3, 3, 3, 1, 1, 1, 3, 1, 4, 1, 1, 3, 1, 2, 3, 3, 3, 1, 3, 2, 2, 3, 1, 1, 2, 1, 3, 2, 3, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 3, 3, 3, 4, 3, 2, 3, 1, 1, 3, 1, 1, 3, 2, 3, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1]",4,"[0.45, 0.255, 0.245, 0.05]"
Ube2v2,"[3, 3, 2, 3, 1, 2, 2, 3, 2, 4, 4, 2, 2, 1, 2, 1, 3, 2, 4, 1, 1, 1, 1, 2, 2, 1, 4, 1, 1, 1, 1, 4, 1, 3, 3, 3, 2, 2, 3, 2, 2, 1, 1, 3, 1, 1, 1, 4, 1, 1, 3, 1, 3, 3, 2, 1, 2, 1, 1, 3, 1, 3, 4, 4, 1, 2, 3, 3, 2, 3, 3, 1, 3, 1, 2, 2, 2, 1, 2, 1, 4, 3, 3, 1, 3, 1, 1, 4, 1, 2, 2, 1, 3, 4, 2, 1, 2, 3, 1, 3, 3, 3, 3, 2, 3, 1, 1, 3, 2, 3, 3, 1, 2, 2, 1, 2, 3, 3, 4, 3, 1, 1, 2, 1, 3, 3, 1, 2, 2, 1, 3, 3, 2, 2, 2, 3, 1, 4, 1, 2, 1, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 3, 1, 2, 1, 3, 3, 4, 3, 2, 4, 1, 1, 1, 2, 1, 1, 3, 3, 1, 3, 2, 1, 2, 1, 1, 2, 3, 1, 2, 3, 1, 2, 2, 3, 1, 3, 1, 3, 1, 4, 1, 3, 3, 1, 1, 1, 1, 1, 4]",4,"[0.375, 0.255, 0.285, 0.085]"
Mapre2,"[2, 2, 1, 4, 1, 2, 2, 3, 1, 3, 3, 2, 1, 2, 2, 1, 3, 1, 4, 1, 2, 1, 1, 1, 3, 1, 3, 1, 1, 1, 4, 2, 4, 3, 3, 2, 1, 1, 2, 3, 2, 1, 2, 3, 1, 2, 2, 5, 1, 1, 3, 1, 3, 2, 1, 2, 2, 2, 2, 3, 2, 2, 4, 3, 1, 1, 3, 1, 1, 1, 2, 1, 4, 2, 4, 2, 3, 1, 1, 1, 2, 3, 2, 1, 4, 2, 2, 5, 1, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 3, 3, 2, 2, 2, 1, 3, 2, 1, 4, 2, 1, 1, 2, 2, 2, 4, 4, 2, 2, 1, 2, 3, 1, 2, 2, 3, 3, 3, 1, 3, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 4, 4, 2, 3, 2, 1, 1, 1, 2, 2, 3, 5, 2, 3, 2, 2, 2, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 4, 2, 2, 1, 3, 3, 3, 1, 2, 3, 2, 1, 2, 1, 1, 1]",5,"[0.375, 0.355, 0.185, 0.07, 0.015]"
Ptprs,"[2, 1, 3, 4, 1, 3, 3, 4, 1, 3, 3, 3, 1, 3, 1, 3, 3, 3, 4, 1, 1, 1, 1, 2, 3, 1, 4, 2, 3, 2, 3, 1, 3, 3, 3, 2, 1, 1, 3, 4, 1, 1, 3, 4, 1, 1, 3, 5, 1, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 3, 5, 3, 2, 1, 2, 1, 1, 3, 3, 1, 4, 1, 4, 2, 3, 2, 1, 1, 3, 4, 2, 1, 4, 3, 1, 5, 1, 3, 2, 1, 2, 3, 3, 1, 2, 1, 1, 3, 2, 1, 3, 1, 3, 1, 2, 1, 3, 4, 3, 3, 2, 1, 1, 3, 3, 3, 5, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 1, 1, 4, 3, 1, 4, 3, 1, 4, 1, 3, 1, 1, 2, 4, 1, 1, 4, 2, 1, 3, 3, 2, 2, 2, 1, 4, 5, 4, 4, 3, 4, 2, 1, 3, 1, 3, 1, 3, 4, 2, 3, 3, 2, 2, 4, 1, 3, 3, 3, 1, 4, 3, 3, 1, 4, 3, 3, 1, 3, 3, 4, 1, 4, 3, 1, 3, 1, 2, 1, 1]",5,"[0.345, 0.135, 0.365, 0.13, 0.025]"
Med13,"[1, 1, 2, 3, 1, 3, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 3, 2, 3, 1, 1, 2, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 4, 2, 1, 2, 2, 1, 4, 3, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 3, 1, 1, 1, 2, 2, 4, 1, 1, 3, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 3, 2, 3, 2, 2, 1, 1, 1, 3, 2, 4, 1, 1, 2, 3, 1, 2, 3, 2, 1, 1, 2, 1, 2, 3, 1, 1, 2, 1, 2, 1, 3, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 3, 3, 4, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 4, 1, 3, 1, 2, 1, 1, 1]",4,"[0.53, 0.295, 0.145, 0.03]"
Slc12a5,"[2, 1, 1, 4, 1, 2, 3, 3, 1, 3, 2, 2, 1, 2, 2, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 3, 2, 2, 1, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 2, 4, 1, 2, 2, 2, 1, 3, 1, 1, 2, 1, 1, 2, 1, 2, 4, 2, 1, 1, 2, 1, 1, 2, 2, 1, 4, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 4, 2, 1, 3, 2, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1, 3, 2, 1, 2, 2, 4, 1, 2, 1, 3, 3, 2, 1, 1, 1, 1, 3, 3, 2, 4, 2, 1, 1, 2, 1, 2, 3, 2, 2, 3, 1, 2, 3, 1, 1, 2, 2, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 2, 1, 3, 3, 3, 3, 2, 3, 1, 1, 1, 1, 2, 1, 2, 4, 1, 2, 2, 1, 2, 2, 1, 2, 3, 1, 1, 3, 2, 2, 1, 4, 2, 2, 1, 2, 3, 4, 1, 2, 3, 1, 1, 1, 1, 1, 1]",4,"[0.465, 0.32, 0.155, 0.06]"
Ralgps2,"[2, 1, 2, 3, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 4, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 3, 3, 2, 2, 2, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 2, 2, 2, 2, 2, 3, 1, 3, 1, 1, 3, 1, 1, 4, 2, 2, 4, 3, 2, 2, 4, 2, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 4, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 2, 1, 1, 1, 1, 4, 3, 2, 2, 3, 3, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 2, 2, 1, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 1]",4,"[0.56, 0.27, 0.125, 0.045]"
Crtac1,"[1, 1, 1, 4, 1, 2, 2, 4, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 4, 3, 1, 1, 2, 1, 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 3, 1, 4, 1, 1, 1, 3, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 4, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 4, 3, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1]",4,"[0.64, 0.2, 0.115, 0.045]"
Lgi1,"[2, 1, 2, 4, 1, 1, 2, 3, 1, 4, 2, 4, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 2, 1, 1, 3, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 4, 3, 1, 1, 4, 1, 1, 1, 4, 1, 4, 1, 4, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 3, 3, 1, 1, 2, 3, 2, 4, 1, 1, 1, 1, 3, 2, 1, 3, 1, 4, 1, 1, 1, 2, 4, 3, 1, 1, 1, 2, 3, 2, 2, 4, 1, 1, 1, 3, 1, 1, 2, 2, 2, 4, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 4, 1, 2, 2, 4, 1, 1, 2, 1, 4, 3, 2, 4, 2, 2, 1, 1, 1, 1, 3, 1, 2, 3, 1, 3, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 3, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1]",4,"[0.54, 0.26, 0.115, 0.085]"
Dock3,"[2, 1, 1, 3, 1, 1, 2, 3, 2, 3, 2, 2, 1, 1, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 3, 1, 2, 1, 2, 1, 2, 1, 3, 2, 2, 2, 1, 1, 3, 4, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3, 2, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 3, 2, 1, 3, 3, 1, 3, 3, 1, 1, 1, 2, 3, 4, 1, 1, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 1, 3, 1, 3, 1, 2, 2, 1, 3, 1, 1, 4, 2, 1, 1, 2, 1, 1, 4, 3, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 4, 1, 1, 2, 1, 1, 2, 3, 1, 2, 1, 1, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 2, 4, 1, 2, 2, 2, 1, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1]",4,"[0.5, 0.29, 0.175, 0.035]"
